08/08/23 21:26:02 EST -0500 | ##### Start #####
08/09/23 06:00:03 EST -0500 | ##### Start #####
08/09/23 06:00:03 EST -0500 | #####  End  #####
08/09/23 06:01:02 EST -0500 | ##### Start #####
08/09/23 06:01:02 EST -0500 | #####  End  #####
08/09/23 06:02:02 EST -0500 | ##### Start #####
08/09/23 06:02:03 EST -0500 | #####  End  #####
08/09/23 06:03:01 EST -0500 | ##### Start #####
08/09/23 06:03:02 EST -0500 | #####  End  #####
08/09/23 06:04:02 EST -0500 | ##### Start #####
08/09/23 06:04:02 EST -0500 | #####  End  #####
08/09/23 06:05:02 EST -0500 | ##### Start #####
08/09/23 06:05:03 EST -0500 | #####  End  #####
08/09/23 06:06:03 EST -0500 | ##### Start #####
08/09/23 06:06:03 EST -0500 | #####  End  #####
08/09/23 06:07:02 EST -0500 | ##### Start #####
08/09/23 06:07:02 EST -0500 | #####  End  #####
08/09/23 06:08:02 EST -0500 | ##### Start #####
08/09/23 06:08:03 EST -0500 | #####  End  #####
08/09/23 06:09:02 EST -0500 | ##### Start #####
08/09/23 06:09:02 EST -0500 | #####  End  #####
08/09/23 06:10:02 EST -0500 | ##### Start #####
08/09/23 06:10:03 EST -0500 | #####  End  #####
08/09/23 06:11:02 EST -0500 | ##### Start #####
08/09/23 06:11:02 EST -0500 | #####  End  #####
08/09/23 06:12:02 EST -0500 | ##### Start #####
08/09/23 06:12:03 EST -0500 | #####  End  #####
08/09/23 06:13:02 EST -0500 | ##### Start #####
08/09/23 06:13:02 EST -0500 | #####  End  #####
08/09/23 06:14:02 EST -0500 | ##### Start #####
08/09/23 06:14:03 EST -0500 | #####  End  #####
08/09/23 06:15:02 EST -0500 | ##### Start #####
08/09/23 06:15:02 EST -0500 | #####  End  #####
08/09/23 06:16:03 EST -0500 | ##### Start #####
08/09/23 06:16:03 EST -0500 | #####  End  #####
08/09/23 06:17:02 EST -0500 | ##### Start #####
08/09/23 06:17:03 EST -0500 | #####  End  #####
08/09/23 06:18:01 EST -0500 | ##### Start #####
08/09/23 06:18:02 EST -0500 | #####  End  #####
08/09/23 06:19:02 EST -0500 | ##### Start #####
08/09/23 06:19:03 EST -0500 | #####  End  #####
08/09/23 06:20:02 EST -0500 | ##### Start #####
08/09/23 06:20:02 EST -0500 | #####  End  #####
08/09/23 06:21:02 EST -0500 | ##### Start #####
08/09/23 06:21:03 EST -0500 | #####  End  #####
08/09/23 06:22:02 EST -0500 | ##### Start #####
08/09/23 06:22:02 EST -0500 | #####  End  #####
08/09/23 06:23:02 EST -0500 | ##### Start #####
08/09/23 06:23:03 EST -0500 | #####  End  #####
08/09/23 06:24:02 EST -0500 | ##### Start #####
08/09/23 06:24:02 EST -0500 | #####  End  #####
08/09/23 06:25:02 EST -0500 | ##### Start #####
08/09/23 06:25:03 EST -0500 | #####  End  #####
08/09/23 06:26:02 EST -0500 | ##### Start #####
08/09/23 06:26:02 EST -0500 | #####  End  #####
08/09/23 06:27:02 EST -0500 | ##### Start #####
08/09/23 06:27:03 EST -0500 | #####  End  #####
08/09/23 06:28:02 EST -0500 | ##### Start #####
08/09/23 06:28:03 EST -0500 | #####  End  #####
08/09/23 06:29:02 EST -0500 | ##### Start #####
08/09/23 06:29:02 EST -0500 | #####  End  #####
08/09/23 06:30:02 EST -0500 | ##### Start #####
08/09/23 06:30:03 EST -0500 | #####  End  #####
08/09/23 06:31:02 EST -0500 | ##### Start #####
08/09/23 06:31:02 EST -0500 | #####  End  #####
08/09/23 06:32:02 EST -0500 | ##### Start #####
08/09/23 06:32:03 EST -0500 | #####  End  #####
08/09/23 06:33:02 EST -0500 | ##### Start #####
08/09/23 06:33:02 EST -0500 | #####  End  #####
08/09/23 06:34:03 EST -0500 | ##### Start #####
08/09/23 06:34:04 EST -0500 | #####  End  #####
08/09/23 06:35:02 EST -0500 | ##### Start #####
08/09/23 06:35:02 EST -0500 | #####  End  #####
08/09/23 06:36:02 EST -0500 | ##### Start #####
08/09/23 06:36:03 EST -0500 | #####  End  #####
08/09/23 06:37:02 EST -0500 | ##### Start #####
08/09/23 06:37:03 EST -0500 | #####  End  #####
08/09/23 06:38:02 EST -0500 | ##### Start #####
08/09/23 06:38:02 EST -0500 | #####  End  #####
08/09/23 06:39:02 EST -0500 | ##### Start #####
08/09/23 06:39:03 EST -0500 | #####  End  #####
08/09/23 06:40:02 EST -0500 | ##### Start #####
08/09/23 06:40:02 EST -0500 | #####  End  #####
08/09/23 06:41:01 EST -0500 | ##### Start #####
08/09/23 06:41:02 EST -0500 | #####  End  #####
08/09/23 06:42:02 EST -0500 | ##### Start #####
08/09/23 06:42:03 EST -0500 | #####  End  #####
08/09/23 06:43:01 EST -0500 | ##### Start #####
08/09/23 06:43:02 EST -0500 | #####  End  #####
08/09/23 06:44:02 EST -0500 | ##### Start #####
08/09/23 06:44:02 EST -0500 | #####  End  #####
08/09/23 06:45:03 EST -0500 | ##### Start #####
08/09/23 06:45:03 EST -0500 | #####  End  #####
08/09/23 06:46:02 EST -0500 | ##### Start #####
08/09/23 06:46:03 EST -0500 | #####  End  #####
08/09/23 06:47:01 EST -0500 | ##### Start #####
08/09/23 06:47:02 EST -0500 | #####  End  #####
08/09/23 06:48:02 EST -0500 | ##### Start #####
08/09/23 06:48:02 EST -0500 | #####  End  #####
08/09/23 06:49:02 EST -0500 | ##### Start #####
08/09/23 06:49:03 EST -0500 | #####  End  #####
08/09/23 06:50:02 EST -0500 | ##### Start #####
08/09/23 06:50:03 EST -0500 | #####  End  #####
08/09/23 06:51:02 EST -0500 | ##### Start #####
08/09/23 06:51:02 EST -0500 | #####  End  #####
08/09/23 06:52:02 EST -0500 | ##### Start #####
08/09/23 06:52:03 EST -0500 | #####  End  #####
08/09/23 06:53:02 EST -0500 | ##### Start #####
08/09/23 06:53:02 EST -0500 | #####  End  #####
08/09/23 06:54:02 EST -0500 | ##### Start #####
08/09/23 06:54:03 EST -0500 | #####  End  #####
08/09/23 06:55:02 EST -0500 | ##### Start #####
08/09/23 06:55:02 EST -0500 | #####  End  #####
08/09/23 06:56:02 EST -0500 | ##### Start #####
08/09/23 06:56:03 EST -0500 | #####  End  #####
08/09/23 06:57:02 EST -0500 | ##### Start #####
08/09/23 06:57:02 EST -0500 | #####  End  #####
08/09/23 06:58:02 EST -0500 | ##### Start #####
08/09/23 06:58:03 EST -0500 | #####  End  #####
08/09/23 06:59:02 EST -0500 | ##### Start #####
08/09/23 06:59:02 EST -0500 | #####  End  #####
08/09/23 07:00:03 EST -0500 | ##### Start #####
08/09/23 07:00:03 EST -0500 | #####  End  #####
08/09/23 07:01:02 EST -0500 | ##### Start #####
08/09/23 07:01:03 EST -0500 | #####  End  #####
08/09/23 07:02:02 EST -0500 | ##### Start #####
08/09/23 07:02:03 EST -0500 | #####  End  #####
08/09/23 07:03:02 EST -0500 | ##### Start #####
08/09/23 07:03:02 EST -0500 | #####  End  #####
08/09/23 07:04:02 EST -0500 | ##### Start #####
08/09/23 07:04:03 EST -0500 | #####  End  #####
08/09/23 07:05:02 EST -0500 | ##### Start #####
08/09/23 07:05:02 EST -0500 | #####  End  #####
08/09/23 07:06:03 EST -0500 | ##### Start #####
08/09/23 07:06:03 EST -0500 | #####  End  #####
08/09/23 07:07:02 EST -0500 | ##### Start #####
08/09/23 07:07:03 EST -0500 | #####  End  #####
08/09/23 07:08:02 EST -0500 | ##### Start #####
08/09/23 07:08:03 EST -0500 | #####  End  #####
08/09/23 07:09:01 EST -0500 | ##### Start #####
08/09/23 07:09:02 EST -0500 | #####  End  #####
08/09/23 07:10:02 EST -0500 | ##### Start #####
08/09/23 07:10:03 EST -0500 | #####  End  #####
08/09/23 07:11:02 EST -0500 | ##### Start #####
08/09/23 07:11:03 EST -0500 | #####  End  #####
08/09/23 07:12:02 EST -0500 | ##### Start #####
08/09/23 07:12:02 EST -0500 | #####  End  #####
08/09/23 07:13:02 EST -0500 | ##### Start #####
08/09/23 07:13:03 EST -0500 | #####  End  #####
08/09/23 07:14:01 EST -0500 | ##### Start #####
08/09/23 07:14:02 EST -0500 | #####  End  #####
08/09/23 07:15:02 EST -0500 | ##### Start #####
08/09/23 07:15:03 EST -0500 | #####  End  #####
08/09/23 07:16:01 EST -0500 | ##### Start #####
08/09/23 07:16:02 EST -0500 | #####  End  #####
08/09/23 07:17:02 EST -0500 | ##### Start #####
08/09/23 07:17:03 EST -0500 | #####  End  #####
08/09/23 07:18:02 EST -0500 | ##### Start #####
08/09/23 07:18:02 EST -0500 | #####  End  #####
08/09/23 07:19:02 EST -0500 | ##### Start #####
08/09/23 07:19:03 EST -0500 | #####  End  #####
08/09/23 07:20:02 EST -0500 | ##### Start #####
08/09/23 07:20:02 EST -0500 | #####  End  #####
08/09/23 07:21:01 EST -0500 | ##### Start #####
08/09/23 07:21:02 EST -0500 | #####  End  #####
08/09/23 07:22:02 EST -0500 | ##### Start #####
08/09/23 07:22:02 EST -0500 | #####  End  #####
08/09/23 07:23:02 EST -0500 | ##### Start #####
08/09/23 07:23:03 EST -0500 | #####  End  #####
08/09/23 07:24:02 EST -0500 | ##### Start #####
08/09/23 07:24:03 EST -0500 | #####  End  #####
08/09/23 07:25:02 EST -0500 | ##### Start #####
08/09/23 07:25:02 EST -0500 | #####  End  #####
08/14/23 10:20:01 EST -0500 | ##### Start #####
08/14/23 10:20:02 EST -0500 | #####  End  #####
08/14/23 10:20:49 EST -0500 | #####
08/14/23 10:20:49 EST -0500 | /home/ubuntu/miscellaneous/gateways/system-monitors/startup-notifier.sh: line 22: cd: /home/ubuntu/miscellaneous/startup-notifier/carina: No such file or directory
08/14/23 10:21:02 EST -0500 | ##### Start #####
08/14/23 10:21:02 EST -0500 | #####  End  #####
08/14/23 10:22:02 EST -0500 | ##### Start #####
08/14/23 10:22:02 EST -0500 | #####  End  #####
08/14/23 10:23:02 EST -0500 | ##### Start #####
08/14/23 10:23:02 EST -0500 | #####  End  #####
08/14/23 10:24:02 EST -0500 | ##### Start #####
08/14/23 10:24:02 EST -0500 | #####  End  #####
08/14/23 10:25:01 EST -0500 | ##### Start #####
08/14/23 10:25:02 EST -0500 | #####  End  #####
08/14/23 10:26:01 EST -0500 | ##### Start #####
08/14/23 10:26:02 EST -0500 | #####  End  #####
08/14/23 10:27:01 EST -0500 | ##### Start #####
08/14/23 10:27:02 EST -0500 | #####  End  #####
08/14/23 10:28:01 EST -0500 | ##### Start #####
08/14/23 10:28:02 EST -0500 | #####  End  #####
08/14/23 10:29:01 EST -0500 | ##### Start #####
08/14/23 10:29:02 EST -0500 | #####  End  #####
08/14/23 10:30:01 EST -0500 | ##### Start #####
08/14/23 10:30:02 EST -0500 | #####  End  #####
08/14/23 10:31:01 EST -0500 | ##### Start #####
08/14/23 10:31:02 EST -0500 | #####  End  #####
08/14/23 10:32:01 EST -0500 | ##### Start #####
08/14/23 10:32:02 EST -0500 | #####  End  #####
08/14/23 10:33:01 EST -0500 | ##### Start #####
08/14/23 10:33:02 EST -0500 | #####  End  #####
08/14/23 10:34:01 EST -0500 | ##### Start #####
08/14/23 10:34:02 EST -0500 | #####  End  #####
08/14/23 10:35:01 EST -0500 | ##### Start #####
08/14/23 10:35:02 EST -0500 | #####  End  #####
08/14/23 10:36:01 EST -0500 | ##### Start #####
08/14/23 10:36:02 EST -0500 | #####  End  #####
08/14/23 10:37:01 EST -0500 | ##### Start #####
08/14/23 10:37:02 EST -0500 | #####  End  #####
08/14/23 10:38:01 EST -0500 | ##### Start #####
08/14/23 10:38:02 EST -0500 | #####  End  #####
08/14/23 10:39:01 EST -0500 | ##### Start #####
08/14/23 10:39:02 EST -0500 | #####  End  #####
08/14/23 10:40:01 EST -0500 | ##### Start #####
08/14/23 10:40:02 EST -0500 | #####  End  #####
08/14/23 10:41:01 EST -0500 | ##### Start #####
08/14/23 10:41:02 EST -0500 | #####  End  #####
08/14/23 10:42:01 EST -0500 | ##### Start #####
08/14/23 10:42:02 EST -0500 | #####  End  #####
08/14/23 10:43:01 EST -0500 | ##### Start #####
08/14/23 10:43:02 EST -0500 | #####  End  #####
08/14/23 10:44:01 EST -0500 | ##### Start #####
08/14/23 10:44:02 EST -0500 | #####  End  #####
08/14/23 10:45:01 EST -0500 | ##### Start #####
08/14/23 10:45:02 EST -0500 | #####  End  #####
08/14/23 10:46:01 EST -0500 | ##### Start #####
08/14/23 10:46:02 EST -0500 | #####  End  #####
08/14/23 10:47:01 EST -0500 | ##### Start #####
08/14/23 10:47:02 EST -0500 | #####  End  #####
08/14/23 10:48:01 EST -0500 | ##### Start #####
08/14/23 10:48:02 EST -0500 | #####  End  #####
08/14/23 10:49:01 EST -0500 | ##### Start #####
08/14/23 10:49:02 EST -0500 | #####  End  #####
08/14/23 10:50:01 EST -0500 | ##### Start #####
08/14/23 10:50:02 EST -0500 | #####  End  #####
08/14/23 10:51:01 EST -0500 | ##### Start #####
08/14/23 10:51:02 EST -0500 | #####  End  #####
08/14/23 10:52:01 EST -0500 | ##### Start #####
08/14/23 10:52:02 EST -0500 | #####  End  #####
08/14/23 10:53:01 EST -0500 | ##### Start #####
08/14/23 10:53:02 EST -0500 | #####  End  #####
08/14/23 10:54:01 EST -0500 | ##### Start #####
08/14/23 10:54:02 EST -0500 | #####  End  #####
08/14/23 10:55:01 EST -0500 | ##### Start #####
08/14/23 10:55:02 EST -0500 | #####  End  #####
08/14/23 10:56:01 EST -0500 | ##### Start #####
08/14/23 10:56:01 EST -0500 | #####  End  #####
08/14/23 10:57:02 EST -0500 | ##### Start #####
08/14/23 10:57:02 EST -0500 | #####  End  #####
08/14/23 10:58:02 EST -0500 | ##### Start #####
08/14/23 10:58:02 EST -0500 | #####  End  #####
08/14/23 10:59:02 EST -0500 | ##### Start #####
08/14/23 10:59:02 EST -0500 | #####  End  #####
08/14/23 11:00:02 EST -0500 | ##### Start #####
08/14/23 11:00:03 EST -0500 | #####  End  #####
08/14/23 11:01:01 EST -0500 | ##### Start #####
08/14/23 11:01:02 EST -0500 | #####  End  #####
08/14/23 11:02:01 EST -0500 | ##### Start #####
08/14/23 11:02:01 EST -0500 | #####  End  #####
08/14/23 11:03:02 EST -0500 | ##### Start #####
08/14/23 11:03:03 EST -0500 | #####  End  #####
08/14/23 11:04:01 EST -0500 | ##### Start #####
08/14/23 11:04:01 EST -0500 | #####  End  #####
08/14/23 11:05:02 EST -0500 | ##### Start #####
08/14/23 11:05:02 EST -0500 | #####  End  #####
08/14/23 11:06:02 EST -0500 | ##### Start #####
08/14/23 11:06:02 EST -0500 | #####  End  #####
08/14/23 11:07:02 EST -0500 | ##### Start #####
08/14/23 11:07:02 EST -0500 | #####  End  #####
08/14/23 11:08:02 EST -0500 | ##### Start #####
08/14/23 11:08:02 EST -0500 | #####  End  #####
08/14/23 11:09:02 EST -0500 | ##### Start #####
08/14/23 11:09:02 EST -0500 | #####  End  #####
08/14/23 11:10:02 EST -0500 | ##### Start #####
08/14/23 11:10:02 EST -0500 | #####  End  #####
08/14/23 11:11:02 EST -0500 | ##### Start #####
08/14/23 11:11:02 EST -0500 | #####  End  #####
08/14/23 11:12:02 EST -0500 | ##### Start #####
08/14/23 11:12:02 EST -0500 | #####  End  #####
08/14/23 11:13:02 EST -0500 | ##### Start #####
08/14/23 11:13:02 EST -0500 | #####  End  #####
08/14/23 11:14:02 EST -0500 | ##### Start #####
08/14/23 11:14:02 EST -0500 | #####  End  #####
08/14/23 11:15:02 EST -0500 | ##### Start #####
08/14/23 11:15:02 EST -0500 | #####  End  #####
08/14/23 11:16:02 EST -0500 | ##### Start #####
08/14/23 11:16:02 EST -0500 | #####  End  #####
08/14/23 11:17:02 EST -0500 | ##### Start #####
08/14/23 11:17:02 EST -0500 | #####  End  #####
08/14/23 11:18:02 EST -0500 | ##### Start #####
08/14/23 11:18:02 EST -0500 | #####  End  #####
08/14/23 11:19:02 EST -0500 | ##### Start #####
08/14/23 11:19:02 EST -0500 | #####  End  #####
08/14/23 11:20:02 EST -0500 | ##### Start #####
08/14/23 11:20:02 EST -0500 | #####  End  #####
08/14/23 11:21:02 EST -0500 | ##### Start #####
08/14/23 11:21:02 EST -0500 | #####  End  #####
08/14/23 11:22:02 EST -0500 | ##### Start #####
08/14/23 11:22:02 EST -0500 | #####  End  #####
08/14/23 11:23:02 EST -0500 | ##### Start #####
08/14/23 11:23:02 EST -0500 | #####  End  #####
08/14/23 11:24:02 EST -0500 | ##### Start #####
08/14/23 11:24:02 EST -0500 | #####  End  #####
08/14/23 11:25:02 EST -0500 | ##### Start #####
08/14/23 11:25:02 EST -0500 | #####  End  #####
08/14/23 11:26:02 EST -0500 | ##### Start #####
08/14/23 11:26:02 EST -0500 | #####  End  #####
08/14/23 11:27:02 EST -0500 | ##### Start #####
08/14/23 11:27:02 EST -0500 | #####  End  #####
08/14/23 11:28:01 EST -0500 | ##### Start #####
08/14/23 11:28:02 EST -0500 | #####  End  #####
08/14/23 11:29:01 EST -0500 | ##### Start #####
08/14/23 11:29:02 EST -0500 | #####  End  #####
08/14/23 11:30:01 EST -0500 | ##### Start #####
08/14/23 11:30:02 EST -0500 | #####  End  #####
08/14/23 11:31:02 EST -0500 | ##### Start #####
08/14/23 11:31:02 EST -0500 | #####  End  #####
08/14/23 11:32:02 EST -0500 | ##### Start #####
08/14/23 11:32:02 EST -0500 | #####  End  #####
08/14/23 11:33:02 EST -0500 | ##### Start #####
08/14/23 11:33:02 EST -0500 | #####  End  #####
08/14/23 11:34:02 EST -0500 | ##### Start #####
08/14/23 11:34:02 EST -0500 | #####  End  #####
08/14/23 11:35:02 EST -0500 | ##### Start #####
08/14/23 11:35:02 EST -0500 | #####  End  #####
08/14/23 11:36:02 EST -0500 | ##### Start #####
08/14/23 11:36:02 EST -0500 | #####  End  #####
08/14/23 11:37:02 EST -0500 | ##### Start #####
08/14/23 11:37:02 EST -0500 | #####  End  #####
08/14/23 11:38:02 EST -0500 | ##### Start #####
08/14/23 11:38:02 EST -0500 | #####  End  #####
08/14/23 11:39:02 EST -0500 | ##### Start #####
08/14/23 11:39:02 EST -0500 | #####  End  #####
08/14/23 11:40:02 EST -0500 | ##### Start #####
08/14/23 11:40:02 EST -0500 | #####  End  #####
08/14/23 11:41:02 EST -0500 | ##### Start #####
08/14/23 11:41:02 EST -0500 | #####  End  #####
08/14/23 11:42:02 EST -0500 | ##### Start #####
08/14/23 11:42:02 EST -0500 | #####  End  #####
08/14/23 11:43:02 EST -0500 | ##### Start #####
08/14/23 11:43:02 EST -0500 | #####  End  #####
08/14/23 11:44:02 EST -0500 | ##### Start #####
08/14/23 11:44:02 EST -0500 | #####  End  #####
08/14/23 11:45:02 EST -0500 | ##### Start #####
08/14/23 11:45:02 EST -0500 | #####  End  #####
08/14/23 11:46:02 EST -0500 | ##### Start #####
08/14/23 11:46:02 EST -0500 | #####  End  #####
08/14/23 11:47:02 EST -0500 | ##### Start #####
08/14/23 11:47:02 EST -0500 | #####  End  #####
08/14/23 11:48:02 EST -0500 | ##### Start #####
08/14/23 11:48:02 EST -0500 | #####  End  #####
08/14/23 11:49:02 EST -0500 | ##### Start #####
08/14/23 11:49:02 EST -0500 | #####  End  #####
08/14/23 11:50:02 EST -0500 | ##### Start #####
08/14/23 11:50:02 EST -0500 | #####  End  #####
08/14/23 11:51:02 EST -0500 | ##### Start #####
08/14/23 11:51:02 EST -0500 | #####  End  #####
08/14/23 11:52:02 EST -0500 | ##### Start #####
08/14/23 11:52:02 EST -0500 | #####  End  #####
08/14/23 11:53:02 EST -0500 | ##### Start #####
08/14/23 11:53:02 EST -0500 | #####  End  #####
08/14/23 11:54:02 EST -0500 | ##### Start #####
08/14/23 11:54:02 EST -0500 | #####  End  #####
08/14/23 11:55:02 EST -0500 | ##### Start #####
08/14/23 11:55:02 EST -0500 | #####  End  #####
08/14/23 11:56:02 EST -0500 | ##### Start #####
08/14/23 11:56:02 EST -0500 | #####  End  #####
08/14/23 11:57:02 EST -0500 | ##### Start #####
08/14/23 11:57:02 EST -0500 | #####  End  #####
08/14/23 11:58:02 EST -0500 | ##### Start #####
08/14/23 11:58:02 EST -0500 | #####  End  #####
08/14/23 11:59:02 EST -0500 | ##### Start #####
08/14/23 11:59:02 EST -0500 | #####  End  #####
08/14/23 12:00:02 EST -0500 | ##### Start #####
08/14/23 12:00:03 EST -0500 | #####  End  #####
08/14/23 12:01:01 EST -0500 | ##### Start #####
08/14/23 12:01:02 EST -0500 | #####  End  #####
08/14/23 12:02:01 EST -0500 | ##### Start #####
08/14/23 12:02:02 EST -0500 | #####  End  #####
08/14/23 12:03:01 EST -0500 | ##### Start #####
08/14/23 12:03:01 EST -0500 | #####  End  #####
08/14/23 12:04:02 EST -0500 | ##### Start #####
08/14/23 12:04:03 EST -0500 | #####  End  #####
08/14/23 12:05:01 EST -0500 | ##### Start #####
08/14/23 12:05:01 EST -0500 | #####  End  #####
08/14/23 12:06:02 EST -0500 | ##### Start #####
08/14/23 12:06:02 EST -0500 | #####  End  #####
08/14/23 12:07:02 EST -0500 | ##### Start #####
08/14/23 12:07:02 EST -0500 | #####  End  #####
08/14/23 12:08:02 EST -0500 | ##### Start #####
08/14/23 12:08:02 EST -0500 | #####  End  #####
08/14/23 12:09:02 EST -0500 | ##### Start #####
08/14/23 12:09:02 EST -0500 | #####  End  #####
08/14/23 12:10:02 EST -0500 | ##### Start #####
08/14/23 12:10:02 EST -0500 | #####  End  #####
08/14/23 12:11:02 EST -0500 | ##### Start #####
08/14/23 12:11:02 EST -0500 | #####  End  #####
08/14/23 12:12:02 EST -0500 | ##### Start #####
08/14/23 12:12:02 EST -0500 | #####  End  #####
08/14/23 12:13:02 EST -0500 | ##### Start #####
08/14/23 12:13:02 EST -0500 | #####  End  #####
08/14/23 12:14:02 EST -0500 | ##### Start #####
08/14/23 12:14:02 EST -0500 | #####  End  #####
08/14/23 12:15:02 EST -0500 | ##### Start #####
08/14/23 12:15:02 EST -0500 | #####  End  #####
08/14/23 12:16:02 EST -0500 | ##### Start #####
08/14/23 12:16:02 EST -0500 | #####  End  #####
08/14/23 12:17:02 EST -0500 | ##### Start #####
08/14/23 12:17:02 EST -0500 | #####  End  #####
08/14/23 12:18:02 EST -0500 | ##### Start #####
08/14/23 12:18:02 EST -0500 | #####  End  #####
08/14/23 12:19:02 EST -0500 | ##### Start #####
08/14/23 12:19:02 EST -0500 | #####  End  #####
08/14/23 12:20:02 EST -0500 | ##### Start #####
08/14/23 12:20:02 EST -0500 | #####  End  #####
